,RSI
2000-04-05,56.9154
2000-04-06,59.4538
2000-04-07,61.2605
2000-04-10,59.4824
2000-04-11,58.1433
2000-04-12,47.3254
2000-04-13,43.0754
2000-04-14,30.9271
2000-04-17,41.2080
2000-04-18,47.7631
2000-04-19,45.7770
2000-04-20,46.9915
2000-04-24,44.5492
2000-04-25,54.2323
2000-04-26,51.4912
2000-04-27,50.6919
2000-04-28,49.1542
2000-05-01,52.5234
2000-05-02,47.4693
2000-05-03,42.4189
2000-05-04,44.4236
2000-05-05,47.6015
2000-05-08,45.8311
2000-05-09,43.9681
2000-05-10,39.1753
2000-05-11,45.5092
2000-05-12,48.3210
2000-05-15,52.5702
2000-05-16,54.8477
2000-05-17,51.9239
2000-05-18,48.6736
2000-05-19,44.8541
2000-05-22,43.1328
2000-05-23,39.9295
2000-05-24,44.7500
2000-05-25,40.9640
2000-05-26,41.3113
2000-05-30,50.3654
2000-05-31,50.9316
2000-06-01,55.3220
2000-06-02,59.2933
2000-06-05,57.7243
2000-06-06,56.2603
2000-06-07,58.0341
2000-06-08,56.6264
2000-06-09,55.8380
2000-06-12,51.5839
2000-06-13,57.1457
2000-06-14,57.6277
2000-06-15,58.2597
2000-06-16,54.8375
2000-06-19,58.8657
2000-06-20,57.3062
2000-06-21,57.1145
2000-06-22,50.5571
2000-06-23,47.3075
2000-06-26,52.2263
2000-06-27,49.3497
2000-06-28,50.4572
2000-06-29,46.7330
2000-06-30,49.9005
2000-07-03,55.1525
2000-07-05,47.9614
2000-07-06,50.8825
2000-07-07,56.3763
2000-07-10,55.6611
2000-07-11,56.4056
2000-07-12,58.7196
2000-07-13,60.2584
2000-07-14,63.5349
2000-07-17,62.5890
2000-07-18,57.9978
2000-07-19,53.8515
2000-07-20,59.2322
2000-07-21,50.2464
2000-07-24,47.9941
2000-07-25,49.3524
2000-07-26,45.4337
2000-07-27,44.1214
2000-07-28,36.6415
2000-07-31,39.6830
2000-08-01,42.5505
2000-08-02,44.8689
2000-08-03,48.0125
2000-08-04,50.3925
2000-08-07,55.3259
2000-08-08,56.8126
2000-08-09,52.6217
2000-08-10,50.3229
2000-08-11,52.4620
2000-08-14,57.7991
2000-08-15,57.3370
2000-08-16,55.3128
2000-08-17,59.8075
2000-08-18,57.8039
2000-08-21,60.1407
2000-08-22,59.0570
2000-08-23,60.8607
2000-08-24,62.2740
2000-08-25,61.9528
2000-08-28,63.6198
2000-08-29,63.7234
2000-08-30,55.7608
2000-08-31,62.6741
2000-09-01,63.1586
2000-09-05,56.9503
2000-09-06,49.5532
2000-09-07,54.3167
2000-09-08,50.2073
2000-09-11,49.3542
2000-09-12,45.2177
2000-09-13,46.9284
2000-09-14,50.1476
2000-09-15,39.0437
2000-09-18,35.5463
2000-09-19,41.0962
2000-09-20,38.1875
2000-09-21,33.0410
2000-09-22,42.8125
2000-09-25,40.2948
2000-09-26,36.1960
2000-09-27,38.9178
2000-09-28,45.1162
2000-09-29,41.7164
2000-10-02,42.4592
2000-10-03,39.1575
2000-10-04,43.3500
2000-10-05,45.0665
2000-10-06,37.4326
2000-10-09,35.2465
2000-10-10,31.0027
2000-10-11,29.1150
2000-10-12,24.4016
2000-10-13,38.3940
2000-10-16,40.0763
2000-10-17,34.4967
2000-10-18,33.7604
2000-10-19,46.2657
2000-10-20,47.5170
2000-10-23,48.8670
2000-10-24,46.9175
2000-10-25,40.7849
2000-10-26,41.7224
2000-10-27,47.8703
2000-10-30,50.5763
2000-10-31,55.4064
2000-11-01,54.2641
2000-11-02,54.7502
2000-11-03,54.9222
2000-11-06,57.1663
2000-11-07,57.0708
2000-11-08,48.2128
2000-11-09,46.9060
2000-11-10,39.5116
2000-11-13,37.5244
2000-11-14,47.1263
2000-11-15,48.1796
2000-11-16,43.5122
2000-11-17,42.0397
2000-11-20,38.3252
2000-11-21,40.3240
2000-11-22,34.6367
2000-11-24,41.9993
2000-11-27,44.9338
2000-11-28,40.5709
2000-11-29,40.1234
2000-11-30,38.0337
2000-12-01,37.9188
2000-12-04,41.3548
2000-12-05,52.3905
2000-12-06,47.5392
2000-12-07,43.8487
2000-12-08,44.6267
2000-12-11,54.6989
2000-12-12,53.3657
2000-12-13,49.2500
2000-12-14,45.7632
2000-12-15,40.3901
2000-12-18,44.4637
2000-12-19,39.9252
2000-12-20,34.6232
2000-12-21,36.7259
2000-12-22,45.0228
2000-12-26,47.7446
2000-12-27,49.5960
2000-12-28,50.3896
2000-12-29,45.5740
2001-01-02,41.5605
2001-01-03,53.1389
2001-01-04,50.6031
2001-01-05,43.8440
2001-01-08,45.6379
2001-01-09,45.1044
2001-01-10,49.3362
2001-01-11,49.5656
2001-01-12,49.0869
2001-01-16,50.8135
2001-01-17,52.0777
2001-01-18,54.8040
2001-01-19,52.9345
2001-01-22,54.8634
2001-01-23,57.1212
2001-01-24,57.9867
2001-01-25,56.9394
2001-01-26,56.4406
2001-01-29,58.2679
2001-01-30,61.1711
2001-01-31,58.3305
2001-02-01,60.6276
2001-02-02,50.3468
2001-02-05,53.0582
2001-02-06,51.8268
2001-02-07,49.6549
2001-02-08,45.0907
2001-02-09,41.7235
2001-02-12,46.7732
2001-02-13,43.8214
2001-02-14,43.2816
2001-02-15,47.7198
2001-02-16,39.9812
2001-02-20,35.7168
2001-02-21,30.8355
2001-02-22,31.5268
2001-02-23,30.0785
2001-02-26,39.4525
2001-02-27,37.0777
2001-02-28,32.6163
2001-03-01,34.8211
2001-03-02,33.0475
2001-03-05,36.9924
2001-03-06,41.4016
2001-03-07,44.2248
2001-03-08,44.6714
2001-03-09,36.2720
2001-03-12,28.2416
2001-03-13,34.0215
2001-03-14,30.7617
2001-03-15,30.8520
2001-03-16,27.7883
2001-03-19,34.7431
2001-03-20,30.4865
2001-03-21,28.1954
2001-03-22,26.9153
2001-03-23,36.1205
2001-03-26,39.6759
2001-03-27,45.0250
2001-03-28,39.7833
2001-03-29,40.7823
2001-03-30,43.5555
2001-04-02,39.4602
2001-04-03,34.1665
2001-04-04,35.2951
2001-04-05,44.6290
2001-04-06,41.9159
2001-04-09,44.5306
2001-04-10,48.6592
2001-04-11,48.8162
2001-04-12,52.9254
2001-04-16,50.3582
2001-04-17,53.5785
2001-04-18,61.2987
2001-04-19,63.5699
2001-04-20,60.8879
2001-04-23,55.8968
2001-04-24,54.4920
2001-04-25,57.2776
2001-04-26,58.2301
2001-04-27,61.6763
2001-04-30,63.0778
2001-05-01,63.7111
2001-05-02,63.0245
2001-05-03,58.2890
2001-05-04,62.3225
2001-05-07,59.1418
2001-05-08,58.9650
2001-05-09,57.3348
2001-05-10,58.2035
2001-05-11,55.3496
2001-05-14,56.0170
2001-05-15,57.6004
2001-05-16,64.6236
2001-05-17,65.0436
2001-05-18,66.3139
2001-05-21,70.1017
2001-05-22,69.3542
2001-05-23,60.2747
2001-05-24,61.2067
2001-05-25,55.5553
2001-05-29,52.1014
2001-05-30,46.6509
2001-05-31,48.7589
2001-06-01,51.2485
2001-06-04,53.1649
2001-06-05,57.4738
2001-06-06,53.5830
2001-06-07,54.9936
2001-06-08,50.7010
2001-06-11,47.6704
2001-06-12,46.9319
2001-06-13,43.3792
2001-06-14,35.8104
2001-06-15,36.6456
2001-06-18,35.1616
2001-06-19,37.6059
2001-06-20,40.5218
2001-06-21,46.3825
2001-06-22,43.1846
2001-06-25,39.7466
2001-06-26,39.2405
2001-06-27,39.0202
2001-06-28,42.3565
2001-06-29,44.5507
2001-07-02,51.3339
2001-07-03,51.2016
2001-07-05,41.8374
2001-07-06,34.4610
2001-07-09,37.3986
2001-07-10,33.7856
2001-07-11,34.3548
2001-07-12,46.0492
2001-07-13,49.6580
2001-07-16,44.9407
2001-07-17,48.8086
2001-07-18,46.2391
2001-07-19,49.8688
2001-07-20,47.4908
2001-07-23,40.6554
2001-07-24,37.8337
2001-07-25,42.6772
2001-07-26,46.9566
2001-07-27,48.4808
2001-07-30,48.6191
2001-07-31,50.4106
2001-08-01,53.0882
2001-08-02,54.8167
2001-08-03,52.0492
2001-08-06,45.9358
2001-08-07,47.8270
2001-08-08,40.5470
2001-08-09,42.0317
2001-08-10,43.8023
2001-08-13,43.9372
2001-08-14,43.7487
2001-08-15,39.9461
2001-08-16,42.1033
2001-08-17,35.7028
2001-08-20,41.1768
2001-08-21,35.1747
2001-08-22,40.7294
2001-08-23,39.4551
2001-08-24,49.2982
2001-08-27,46.8896
2001-08-28,41.5613
2001-08-29,38.7133
2001-08-30,33.4448
2001-08-31,36.9022
2001-09-04,35.1716
2001-09-05,36.4035
2001-09-06,29.9827
2001-09-07,26.4655
2001-09-10,32.0359
2001-09-17,23.6830
2001-09-18,23.3974
2001-09-19,21.0957
2001-09-20,18.1320
2001-09-21,17.2761
2001-09-24,28.9611
2001-09-25,32.1308
2001-09-26,31.6100
2001-09-27,34.4086
2001-09-28,40.8377
2001-10-01,40.5028
2001-10-02,44.2943
2001-10-03,49.0213
2001-10-04,49.2571
2001-10-05,48.6912
2001-10-08,46.7626
2001-10-09,45.1929
2001-10-10,52.3280
2001-10-11,56.6541
2001-10-12,55.0529
2001-10-15,54.3907
2001-10-16,56.3418
2001-10-17,48.7286
2001-10-18,48.0415
2001-10-19,47.8204
2001-10-22,54.6285
2001-10-23,52.6735
2001-10-24,51.6428
2001-10-25,57.6445
2001-10-26,56.6733
2001-10-29,46.9041
2001-10-30,43.2918
2001-10-31,42.3125
2001-11-01,51.2524
2001-11-02,53.3771
2001-11-05,57.2544
2001-11-06,61.4112
2001-11-07,60.8554
2001-11-08,61.7259
2001-11-09,62.0376
2001-11-12,59.0593
2001-11-13,65.5618
2001-11-14,65.8170
2001-11-15,66.3300
2001-11-16,63.8248
2001-11-19,67.4816
2001-11-20,62.7800
2001-11-21,59.2943
2001-11-23,63.9463
2001-11-26,64.6102
2001-11-27,62.1453
2001-11-28,53.0367
2001-11-29,57.9012
2001-11-30,54.6349
2001-12-03,52.0145
2001-12-04,58.1220
2001-12-05,63.6044
2001-12-06,63.3504
2001-12-07,59.9965
2001-12-10,51.7501
2001-12-11,50.9544
2001-12-12,51.4092
2001-12-13,43.9194
2001-12-14,47.8621
2001-12-17,51.8485
2001-12-18,54.0476
2001-12-19,56.5908
2001-12-20,52.2112
2001-12-21,54.5149
2001-12-24,53.6278
2001-12-26,55.8438
2001-12-27,58.2321
2001-12-28,57.9428
2001-12-31,50.3156
2002-01-02,54.9375
2002-01-03,59.2820
2002-01-04,61.6527
2002-01-07,57.7965
2002-01-08,56.5573
2002-01-09,52.3075
2002-01-10,54.2931
2002-01-11,49.3475
2002-01-14,46.4684
2002-01-15,50.4867
2002-01-16,41.9837
2002-01-17,45.5843
2002-01-18,43.7937
2002-01-22,41.1806
2002-01-23,45.0721
2002-01-24,46.6200
2002-01-25,46.4990
2002-01-28,48.0004
2002-01-29,35.5823
2002-01-30,42.6756
2002-01-31,47.7778
2002-02-01,45.9941
2002-02-04,37.9365
2002-02-05,36.2745
2002-02-06,35.1289
2002-02-07,33.4814
2002-02-08,42.3455
2002-02-11,47.2797
2002-02-12,46.1764
2002-02-13,50.3807
2002-02-14,49.6376
2002-02-15,45.6018
2002-02-19,39.3322
2002-02-20,46.1787
2002-02-21,40.0828
2002-02-22,44.6843
2002-02-25,50.2428
2002-02-26,49.5613
2002-02-27,50.9022
2002-02-28,49.2623
2002-03-01,56.9920
2002-03-04,61.8496
2002-03-05,60.4951
2002-03-06,63.6678
2002-03-07,62.6786
2002-03-08,63.8637
2002-03-11,64.4834
2002-03-12,64.1517
2002-03-13,58.8854
2002-03-14,58.1574
2002-03-15,61.6691
2002-03-18,61.7321
2002-03-19,64.2034
2002-03-20,53.6345
2002-03-21,53.8198
2002-03-22,52.6865
2002-03-25,46.6370
2002-03-26,49.5180
2002-03-27,50.8178
2002-03-28,50.5840
2002-04-01,50.8276
2002-04-02,47.6409
2002-04-03,43.8788
2002-04-04,41.7908
2002-04-05,41.9175
2002-04-08,43.5060
2002-04-09,39.6608
2002-04-10,47.6684
2002-04-11,36.1851
2002-04-12,40.7122
2002-04-15,37.7581
2002-04-16,49.8769
2002-04-17,48.9405
2002-04-18,47.0002
2002-04-19,48.8283
2002-04-22,41.7220
2002-04-23,40.1167
2002-04-24,36.6088
2002-04-25,36.9298
2002-04-26,31.0577
2002-04-29,29.7592
2002-04-30,35.2591
2002-05-01,41.7435
2002-05-02,40.3584
2002-05-03,36.6763
2002-05-06,31.1955
2002-05-07,30.3393
2002-05-08,46.9189
2002-05-09,43.3392
2002-05-10,38.2728
2002-05-13,45.5349
2002-05-14,52.1600
2002-05-15,50.9390
2002-05-16,52.5255
2002-05-17,54.0417
2002-05-20,50.2045
2002-05-21,47.1971
2002-05-22,48.0022
2002-05-23,51.8254
2002-05-24,47.2752
2002-05-28,45.4760
2002-05-29,43.0818
2002-05-30,42.1849
2002-05-31,43.1201
2002-06-03,35.1809
2002-06-04,36.3325
2002-06-05,40.6154
2002-06-06,35.0455
2002-06-07,34.7590
2002-06-10,36.6191
2002-06-11,32.2171
2002-06-12,35.1417
2002-06-13,32.6234
2002-06-14,32.2608
2002-06-17,44.3408
2002-06-18,47.4921
2002-06-19,40.3932
2002-06-20,37.1921
2002-06-21,33.7276
2002-06-24,35.8574
2002-06-25,31.2053
2002-06-26,31.8851
2002-06-27,38.8407
2002-06-28,37.7012
2002-07-01,33.3714
2002-07-02,29.4797
2002-07-03,31.7273
2002-07-05,45.0094
2002-07-08,42.1292
2002-07-09,37.0441
2002-07-10,31.3100
2002-07-11,33.6922
2002-07-12,32.0635
2002-07-15,33.7210
2002-07-16,30.7829
2002-07-17,31.4335
2002-07-18,26.9739
2002-07-19,23.2416
2002-07-22,20.7322
2002-07-23,18.7752
2002-07-24,33.1762
2002-07-25,32.2468
2002-07-26,36.5036
2002-07-29,46.0221
2002-07-30,48.3612
2002-07-31,48.8104
2002-08-01,44.3190
2002-08-02,40.9279
2002-08-05,36.3787
2002-08-06,42.7750
2002-08-07,45.9108
2002-08-08,51.3316
2002-08-09,51.9503
2002-08-12,50.5857
2002-08-13,47.2910
2002-08-14,53.6891
2002-08-15,55.9566
2002-08-16,55.3185
2002-08-19,59.2178
2002-08-20,56.7469
2002-08-21,59.2147
2002-08-22,60.8592
2002-08-23,55.4719
2002-08-26,56.7792
2002-08-27,53.9368
2002-08-28,48.9906
2002-08-29,49.0883
2002-08-30,48.1942
2002-09-03,40.4759
2002-09-04,43.9557
2002-09-05,42.3476
2002-09-06,45.7769
2002-09-09,47.5931
2002-09-10,50.4116
2002-09-11,48.8605
2002-09-12,44.5135
2002-09-13,45.2010
2002-09-16,45.9227
2002-09-17,40.5393
2002-09-18,38.4649
2002-09-19,33.7146
2002-09-20,33.8246
2002-09-23,32.3976
2002-09-24,29.7528
2002-09-25,37.9906
2002-09-26,42.8713
2002-09-27,36.2383
2002-09-30,34.3923
2002-10-01,46.4245
2002-10-02,41.1143
2002-10-03,39.5230
2002-10-04,36.7682
2002-10-07,33.9497
2002-10-08,37.7645
2002-10-09,33.9040
2002-10-10,41.1275
2002-10-11,49.4315
2002-10-14,50.4339
2002-10-15,58.1675
2002-10-16,53.4254
2002-10-17,56.4820
2002-10-18,57.1337
2002-10-21,59.8138
2002-10-22,58.1504
2002-10-23,59.4217
2002-10-24,54.5893
2002-10-25,58.2461
2002-10-28,56.6702
2002-10-29,53.9019
2002-10-30,55.8237
2002-10-31,53.2920
2002-11-01,57.3023
2002-11-04,59.1581
2002-11-05,60.6983
2002-11-06,63.1704
2002-11-07,55.9137
2002-11-08,52.7374
2002-11-11,48.9848
2002-11-12,50.8804
2002-11-13,51.1318
2002-11-14,55.6910
2002-11-15,57.3980
2002-11-18,54.3043
2002-11-19,53.8962
2002-11-20,59.3994
2002-11-21,63.4229
2002-11-22,60.8915
2002-11-25,61.0415
2002-11-26,54.3796
2002-11-27,61.0200
2002-11-29,59.9277
2002-12-02,60.3103
2002-12-03,55.5158
2002-12-04,53.9754
2002-12-05,50.3236
2002-12-06,52.3652
2002-12-09,44.1295
2002-12-10,48.2841
2002-12-11,48.5587
2002-12-12,48.5240
2002-12-13,43.7149
2002-12-16,51.9921
2002-12-17,49.2887
2002-12-18,45.9144
2002-12-19,43.9398
2002-12-20,48.6442
2002-12-23,48.7544
2002-12-24,46.3599
2002-12-26,46.5288
2002-12-27,39.7565
2002-12-30,43.0013
2002-12-31,43.5397
2003-01-02,54.4941
2003-01-03,55.4126
2003-01-06,60.3664
2003-01-07,59.3519
2003-01-08,53.6907
2003-01-09,58.2368
2003-01-10,58.9999
2003-01-13,58.8609
2003-01-14,59.8788
2003-01-15,55.3101
2003-01-16,53.5134
2003-01-17,47.5591
2003-01-21,42.3035
2003-01-22,38.7696
2003-01-23,41.4053
2003-01-24,34.5038
2003-01-27,31.6285
2003-01-28,34.7547
2003-01-29,37.9090
2003-01-30,32.5621
2003-01-31,39.8293
2003-02-03,40.5488
2003-02-04,38.0957
2003-02-05,36.6086
2003-02-06,35.4828
2003-02-07,32.6946
2003-02-10,35.8063
2003-02-11,34.1355
2003-02-12,30.6085
2003-02-13,32.0302
2003-02-14,41.3474
2003-02-18,47.6960
2003-02-19,46.0634
2003-02-20,43.0648
2003-02-21,46.7947
2003-02-24,41.9856
2003-02-25,44.9440
2003-02-26,40.8279
2003-02-27,45.6240
2003-02-28,47.9376
2003-03-03,44.9580
2003-03-04,40.4758
2003-03-05,43.6370
2003-03-06,41.2763
2003-03-07,43.9360
2003-03-10,37.5155
2003-03-11,35.2937
2003-03-12,37.9644
2003-03-13,49.5838
2003-03-14,50.5457
2003-03-17,58.8453
2003-03-18,60.2286
2003-03-19,62.0341
2003-03-20,62.5533
2003-03-21,67.3033
2003-03-24,55.2553
2003-03-25,57.5354
2003-03-26,55.9089
2003-03-27,56.1214
2003-03-28,54.3482
2003-03-31,47.1629
2003-04-01,51.7009
2003-04-02,57.9271
2003-04-03,56.3475
2003-04-04,57.8790
2003-04-07,57.1728
2003-04-08,57.6313
2003-04-09,52.6064
2003-04-10,54.3790
2003-04-11,52.7844
2003-04-14,59.2227
2003-04-15,61.8088
2003-04-16,54.8973
2003-04-17,59.1130
2003-04-21,59.3939
2003-04-22,64.3457
2003-04-23,66.5305
2003-04-24,62.5041
2003-04-25,57.3529
2003-04-28,62.0079
2003-04-29,62.9024
2003-04-30,61.9212
2003-05-01,61.8692
2003-05-02,65.9061
2003-05-05,64.8895
2003-05-06,67.5267
2003-05-07,64.4463
2003-05-08,59.1900
2003-05-09,63.5497
2003-05-12,66.9643
2003-05-13,65.9803
2003-05-14,64.7744
2003-05-15,66.7384
2003-05-16,65.1731
2003-05-19,52.8297
2003-05-20,51.9233
2003-05-21,52.7955
2003-05-22,56.8751
2003-05-23,57.6884
2003-05-27,63.9994
2003-05-28,64.9269
2003-05-29,63.3007
2003-05-30,68.5005
2003-06-02,69.7089
2003-06-03,70.9107
2003-06-04,74.7183
2003-06-05,75.8989
2003-06-06,72.9778
2003-06-09,65.9037
2003-06-10,69.0977
2003-06-11,72.0575
2003-06-12,72.8833
2003-06-13,65.7910
2003-06-16,71.7186
2003-06-17,71.7186
2003-06-18,71.1061
2003-06-19,61.3846
2003-06-20,60.1295
2003-06-23,54.5353
2003-06-24,54.9775
2003-06-25,49.8117
2003-06-26,55.5781
2003-06-27,50.0222
2003-06-30,49.8809
2003-07-01,54.0727
2003-07-02,59.1429
2003-07-03,53.8272
2003-07-07,61.0089
2003-07-08,62.4529
2003-07-09,59.4496
2003-07-10,53.2563
2003-07-11,56.8144
2003-07-14,58.5842
2003-07-15,57.4459
2003-07-16,54.3936
2003-07-17,47.8094
2003-07-18,52.2379
2003-07-21,47.0068
2003-07-22,50.8427
2003-07-23,51.1422
2003-07-24,47.7825
2003-07-25,55.1447
2003-07-28,53.4199
2003-07-29,51.2728
2003-07-30,50.1405
2003-07-31,51.2516
2003-08-01,46.9414
2003-08-04,46.9414
2003-08-05,38.1127
2003-08-06,41.2985
2003-08-07,46.6822
2003-08-08,48.0896
2003-08-11,49.9691
2003-08-12,54.3030
2003-08-13,51.5765
2003-08-14,52.9241
2003-08-15,54.4901
2003-08-18,58.6042
2003-08-19,60.3115
2003-08-20,57.5534
2003-08-21,59.1245
2003-08-22,52.5753
2003-08-25,53.4635
2003-08-26,54.4961
2003-08-27,54.6766
2003-08-28,58.3532
2003-08-29,61.9947
2003-09-02,68.0177
2003-09-03,70.1177
2003-09-04,70.3052
2003-09-05,65.1954
2003-09-08,68.7769
2003-09-09,63.1760
2003-09-10,55.7044
2003-09-11,57.2742
2003-09-12,58.2825
2003-09-15,55.6048
2003-09-16,63.1508
2003-09-17,61.6363
2003-09-18,66.8575
2003-09-19,62.8558
2003-09-22,55.2941
2003-09-23,57.2239
2003-09-24,46.9769
2003-09-25,43.1985
2003-09-26,41.7604
2003-09-29,47.3645
2003-09-30,42.9171
2003-10-01,53.2024
2003-10-02,54.7283
2003-10-03,58.4363
2003-10-06,60.1920
2003-10-07,61.6757
2003-10-08,60.1075
2003-10-09,61.2502
2003-10-10,62.4499
2003-10-13,63.8225
2003-10-14,65.3517
2003-10-15,63.1754
2003-10-16,65.0553
2003-10-17,56.5436
2003-10-20,60.3344
2003-10-21,59.0542
2003-10-22,50.5785
2003-10-23,49.4777
2003-10-24,50.8716
2003-10-27,51.1869
2003-10-28,59.1487
2003-10-29,59.8489
2003-10-30,60.9809
2003-10-31,60.1508
2003-11-03,63.8112
2003-11-04,61.7743
2003-11-05,62.2259
2003-11-06,65.3155
2003-11-07,58.0965
2003-11-10,54.5617
2003-11-11,54.3134
2003-11-12,61.6968
2003-11-13,61.8656
2003-11-14,54.1576
2003-11-17,50.1917
2003-11-18,43.1872
2003-11-19,49.3347
2003-11-20,43.8736
2003-11-21,46.7760
2003-11-24,54.8461
2003-11-25,56.8867
2003-11-26,58.7920
2003-11-28,59.2007
2003-12-01,64.6320
2003-12-02,62.5274
2003-12-03,61.1767
2003-12-04,63.3816
2003-12-05,57.3976
2003-12-08,61.1861
2003-12-09,55.1028
2003-12-10,55.0319
2003-12-11,61.4502
2003-12-12,62.4600
2003-12-15,58.2356
2003-12-16,61.1687
2003-12-17,62.8735
2003-12-18,68.2585
2003-12-19,65.6979
2003-12-22,68.8541
2003-12-23,69.1358
2003-12-24,68.0936
2003-12-26,68.4659
2003-12-29,74.3489
2003-12-30,74.4193
2003-12-31,74.7918
2004-01-02,74.2099
2004-01-05,78.5579
2004-01-06,78.9061
2004-01-07,80.1078
2004-01-08,81.4551
2004-01-09,70.1916
2004-01-12,73.5001
2004-01-13,67.1204
2004-01-14,70.9834
2004-01-15,72.0373
2004-01-16,73.6911
2004-01-20,73.3795
2004-01-21,76.5789
2004-01-22,73.4117
2004-01-23,69.5889
2004-01-26,75.0371
2004-01-27,64.7185
2004-01-28,55.6467
2004-01-29,56.2019
2004-01-30,56.2019
2004-02-02,58.8621
2004-02-03,57.4061
2004-02-04,50.7844
2004-02-05,52.8622
2004-02-06,59.8817
2004-02-09,60.0331
2004-02-10,61.9409
2004-02-11,67.4569
2004-02-12,64.0171
